path_raw	path_sscs	id	type	replicate
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0107_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0107_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0107_PCR2	case	34
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0153_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0153_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0153_PCR1	case	35
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0153_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0153_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0153_PCR2	case	35
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0161_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0161_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0161_PCR3	case	36
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0161_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0161_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0161_PCR4	case	36
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0183_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0183_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0183_PCR3	case	37
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0183_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0183_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0183_PCR4	case	37
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0184_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0184_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0184_PCR3	case	38
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0184_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0184_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0184_PCR4	case	38
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0185_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0185_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0185_PCR1	case	39
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0185_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0185_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0185_PCR2	case	39
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0193_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0193_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0193_PCR1	case	40
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0193_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0193_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0193_PCR2	case	40
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0218_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0218_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0218_PCR1	case	41
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0218_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0218_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0218_PCR2	case	41
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0234_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0234_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0234_PCR3	case	42
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0234_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0234_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0234_PCR4	case	42
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0247_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0247_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0247_PCR1	case	43
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0247_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0247_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0247_PCR2	case	43
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0254_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0254_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0254_PCR3	case	44
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0254_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0254_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0254_PCR4	case	44
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0382_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0382_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0382_PCR3	case	45
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0382_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0382_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0382_PCR4	case	45
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0391_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0391_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0391_PCR3	case	46
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0391_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0391_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0391_PCR4	case	46
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0397_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0397_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0397_PCR1	case	47
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0397_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0397_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0397_PCR2	case	47
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0410_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0410_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0410_PCR3	case	48
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0410_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0410_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0410_PCR4	case	48
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0412_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0412_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0412_PCR1	case	49
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0412_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0412_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0412_PCR2	case	49
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0418_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0418_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0418_PCR1	case	50
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0418_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0418_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0418_PCR2	case	50
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0463_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0463_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0463_PCR1	case	51
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0463_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0463_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0463_PCR2	case	51
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0485_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0485_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0485_PCR1	case	52
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0485_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0485_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0485_PCR2	case	52
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0488_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0488_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0488_PCR1	case	53
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0488_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0488_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0488_PCR2	case	53
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0531_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0531_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0531_PCR1	case	54
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0531_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0531_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0531_PCR2	case	54
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0533_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0533_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0533_PCR1	case	55
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0533_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0533_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0533_PCR2	case	55
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0537_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0537_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0537_PCR1	case	56
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0537_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0537_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0537_PCR2	case	56
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0550_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0550_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0550_PCR1	case	57
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0550_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0550_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0550_PCR2	case	57
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0606_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0606_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0606_PCR3	case	58
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0606_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0606_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0606_PCR4	case	58
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0609_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0609_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0609_PCR1	case	59
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0609_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0609_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0609_PCR2	case	59
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0672_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0672_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0672_PCR1	case	60
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0672_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0672_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0672_PCR2	case	60
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0684_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0684_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0684_PCR1	case	61
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0684_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0684_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0684_PCR2	case	61
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0721_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0721_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0721_PCR3	case	62
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0721_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0721_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0721_PCR4	case	62
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0878_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0878_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0878_PCR1	case	63
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0878_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0878_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0878_PCR2	case	63
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0935_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0935_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0935_PCR3	case	64
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0935_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0935_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0935_PCR4	case	64
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0949_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0949_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0949_PCR3	case	65
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0949_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0949_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0949_PCR4	case	65
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0967_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0967_PCR3_sscs_pileup_new_with_UMIs.txt	SE16-0967_PCR3	case	66
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0967_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0967_PCR4_sscs_pileup_new_with_UMIs.txt	SE16-0967_PCR4	case	66
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0971_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0971_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0971_PCR1	case	67
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0971_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0971_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0971_PCR2	case	67
